,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0,31,35,43,35,90,82,84,88,90,28,40,33,41,36,65,78,76,63,72
1,31,0,29,32,27,98,87,86,94,91,42,29,39,32,28,63,76,75,51,76
2,35,29,0,36,25,98,92,88,94,90,36,24,32,31,28,63,73,67,64,67
3,43,33,36,0,25,104,92,92,89,89,46,36,43,34,31,71,82,72,60,72
4,34,28,26,24,0,104,89,88,98,88,36,29,38,30,27,75,74,72,60,70
5,90,98,98,104,104,0,77,102,97,95,93,98,89,98,98,95,95,112,101,84
6,82,87,92,92,89,77,0,97,97,106,88,87,94,95,80,72,86,83,85,78
7,84,86,88,92,88,102,97,0,99,96,86,84,79,85,85,81,91,77,76,82
8,88,94,94,89,98,97,97,99,0,107,85,95,87,96,99,88,84,96,88,89
9,90,91,90,89,88,95,106,96,107,0,93,86,87,96,92,94,98,103,108,105
10,27,42,37,46,36,93,88,86,85,93,0,40,37,40,33,70,71,69,66,75
11,39,29,24,35,28,98,87,84,95,86,40,0,44,37,37,67,78,62,58,75
12,32,39,32,43,38,89,94,79,87,87,37,44,0,40,39,66,75,80,62,66
13,40,32,31,34,29,98,95,85,96,96,40,37,40,0,33,67,68,74,62,77
14,35,28,28,30,27,98,80,85,99,92,33,37,39,33,0,72,76,66,64,74
15,65,63,63,71,75,95,72,81,88,94,70,67,66,67,72,0,71,69,53,75
16,78,76,73,82,74,95,86,91,84,98,71,78,75,68,76,71,0,75,77,79
17,76,75,67,72,72,112,83,77,96,103,69,62,80,74,66,69,75,0,64,73
18,63,51,64,60,60,101,85,76,88,108,66,58,62,62,64,53,77,64,0,65
19,72,76,67,72,70,84,78,82,89,105,75,75,66,77,74,75,79,73,65,0
avg ,58.10526316,57.26315789,56.52631579,60.31578947,57.26315789,96.21052632,87.73684211,87.26315789,93.15789474,95.47368421,59.68421053,58.21052632,59.47368421,59.78947368,57.78947368,72.47368421,79.31578947,77.10526316,69.84210526,76.52631579
stdev,23.69222736,26.60376353,27.04187785,26.02147112,28.48945634,7.699775952,8.231660459,7.324556151,5.946643852,7.128724532,23.06766046,24.83630619,22.19201163,25.93491629,26.40618393,10.63729509,8.192494069,13.19467374,15.56085958,9.143111682
,,,,,,,,,,,,,,,,,,,,
group avg,57.89473684,,,,,91.96842105,,,,,58.98947368,,,,,75.05263158,,,,
group stdev,25.8816758,,,,,8.09971451,,,,,24.0276856,,,,,11.91759688,,,,
,,,,,,,,,,,,,,,,,,,,
within avg,31.85,,,,,97.3,,,,,38,,,,,70.1,,,,
within stdev,5.450977701,,,,,8.040031422,,,,,3.276712088,,,,,7.545650542,,,,
