,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0,0,6,5,10,21,16,12,16,14,4,9,8,7,9,9,7,11,13,7
1,0,6,0,7,12,22,13,14,19,10,6,7,6,13,9,11,5,9,15,5
2,0,5,7,0,5,24,14,14,16,11,5,9,5,9,4,4,8,6,14,6
3,0,10,12,5,0,24,15,17,17,16,8,12,9,14,3,9,9,9,17,11
4,0,21,22,24,24,0,18,24,27,21,23,23,22,22,25,24,26,19,27,23
5,0,16,13,14,15,18,0,16,22,17,11,15,11,17,14,12,14,17,20,17
6,0,13,15,15,18,24,17,0,25,13,15,13,15,18,17,17,18,18,23,16
7,0,16,19,16,17,27,22,25,0,23,18,21,18,21,16,20,19,22,22,18
8,0,14,10,11,16,21,17,13,23,0,14,12,15,14,11,9,13,15,20,9
9,0,4,6,5,8,23,11,14,18,14,0,9,4,11,7,9,5,9,13,7
10,0,10,8,10,12,23,16,13,21,13,10,0,4,7,9,12,11,11,14,11
11,0,8,6,5,9,22,11,14,18,15,4,4,0,5,6,8,7,7,15,9
12,0,7,13,9,14,23,17,17,21,14,11,7,5,0,10,9,10,12,14,10
13,0,9,9,4,3,25,14,16,16,11,7,9,6,10,0,6,8,8,16,10
14,0,9,11,4,9,23,12,16,20,9,9,11,8,9,6,0,8,8,14,6
15,0,7,5,8,9,26,14,17,19,13,5,10,7,10,8,8,0,10,16,2
16,0,11,9,6,9,19,17,18,22,15,9,11,7,12,8,8,10,0,17,8
17,0,13,15,14,17,27,20,23,22,20,13,14,15,14,16,14,16,17,0,14
18,0,7,5,6,11,23,17,15,18,9,7,10,9,10,10,6,2,8,14,0
,,,,,,,,,,,,,,,,,,,,
avg ,#DIV/0!,10.33333333,10.61111111,9.333333333,12.11111111,23.05555556,15.61111111,16.55555556,20,14.33333333,9.944444444,11.44444444,9.666666667,12.38888889,10.44444444,10.83333333,10.88888889,12,16.88888889,10.5
stdev,#DIV/0!,4.445751442,4.876581359,5.423261445,5.120763832,2.412521801,2.933355615,3.807457423,3.143620992,3.955636336,5.127460353,4.668067017,5.22437725,4.742038391,5.403944335,5.101902759,5.910000387,4.765068977,3.953983678,5.294281043
,,,,,,,,,,,,,,,,,,,,
group avg,10.59722222,,,,,17.91111111,,,,,10.77777778,,,,,12.22222222,,,,
group stdev,4.975035486,,,,,4.546005641,,,,,5.029749201,,,,,5.484969816,,,,
,,,,,,,,,,,,,,,,,,,,
within avg,7.5,,,,,20.65,,,,,7.25,,,,,10.3,,,,
within stdev,2.746899078,,,,,4.283075629,,,,,2.468219047,,,,,4.680305883,,,,
