,0,0,-2,1,2,3,4,5,6,-9,7,8,9,10,11,12,13,14,15,16
0,0,0,0,4,4,3,1,3,3,0,1,2,1,2,2,1,1,1,1,1
1,0,4,0,0,2,3,5,5,5,0,3,2,3,4,4,3,3,3,3,3
2,0,4,0,2,0,3,5,5,3,0,3,2,3,4,4,3,3,3,3,3
3,0,3,0,3,3,0,2,2,2,0,2,1,2,1,3,2,2,2,2,2
4,0,1,0,5,5,2,0,2,2,0,2,3,2,1,3,2,2,2,2,2
5,0,3,0,5,5,2,2,0,2,0,2,3,2,1,3,2,2,2,2,2
6,0,3,0,5,3,2,2,2,0,0,2,3,2,1,3,2,2,2,2,2
7,0,1,0,3,3,2,2,2,2,0,0,1,0,1,1,0,0,0,0,0
8,0,2,0,2,2,1,3,3,3,0,1,0,1,2,1,1,1,1,1,1
9,0,1,0,3,3,2,2,2,2,0,0,1,0,1,1,0,0,0,0,0
10,0,2,0,4,4,1,1,1,1,0,1,2,1,0,2,1,1,1,1,1
11,0,2,0,4,4,3,3,3,3,0,1,1,1,2,0,1,1,1,1,1
12,0,1,0,3,3,2,2,2,2,0,0,1,0,1,1,0,0,0,0,0
13,0,1,0,3,3,2,2,2,2,0,0,1,0,1,1,0,0,0,0,0
14,0,1,0,3,3,2,2,2,2,0,0,1,0,1,1,0,0,0,0,0
15,0,1,0,3,3,2,2,2,2,0,0,1,0,1,1,0,0,0,0,0
16,0,1,0,3,3,2,2,2,2,0,0,1,0,1,1,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
avg ,#DIV/0!,1.9375,#DIV/0!,3.4375,3.3125,2.125,2.375,2.5,2.375,#DIV/0!,1.8,1.625,1.8,1.5625,2,1.8,1.8,1.8,1.8,1.8
stdev,#DIV/0!,1.123610253,#DIV/0!,0.963932916,0.87321246,0.619139187,1.147460965,1.095445115,0.885061203,#DIV/0!,0.788810638,0.806225775,0.788810638,1.030776406,1.154700538,0.788810638,0.788810638,0.788810638,0.788810638,0.788810638
,,,,,,,,,,,,,,,,,,,,
group avg,2.895833333,,,,,2.34375,,,,,1.75,,,,,1.8,,,,
group stdev,1.18930667,,,,,0.946484724,,,,,0.936411059,,,,,0.755928946,,,,
,,,,,,,,,,,,,,,,,,,,
within avg,3.333333333,,,,,2,,,,,1.222222222,,,,,#DIV/0!,,,,
within stdev,1.032795559,,,,,0,,,,,0.427792632,,,,,#DIV/0!,,,,
