,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0,4,2,2,2,1,2,2,4,6,3,2,2,2,2,3,3,2,3,4
1,4,0,2,2,2,5,2,2,4,4,1,2,2,2,2,3,4,2,3,4
2,2,2,0,0,0,3,0,2,2,4,1,0,0,0,0,1,2,0,1,2
3,2,2,0,0,0,3,0,2,2,4,1,0,0,0,0,1,2,0,1,2
4,2,2,0,0,0,3,0,2,2,4,1,0,0,0,0,1,2,0,1,2
5,1,5,3,3,3,0,3,1,3,7,4,3,3,3,3,4,4,3,4,5
6,2,2,0,0,0,3,0,2,2,4,1,0,0,0,0,1,2,0,1,2
7,2,2,2,2,2,1,2,0,2,6,1,2,2,2,2,3,3,2,3,4
8,4,4,2,2,2,3,2,2,0,6,3,2,2,2,2,3,3,2,1,4
9,6,4,4,4,4,7,4,6,6,0,5,4,4,4,4,4,6,4,5,6
10,3,1,1,1,1,4,1,1,3,5,0,1,1,1,1,2,3,1,2,3
11,2,2,0,0,0,3,0,2,2,4,1,0,0,0,0,1,2,0,1,2
12,2,2,0,0,0,3,0,2,2,4,1,0,0,0,0,1,2,0,1,2
13,2,2,0,0,0,3,0,2,2,4,1,0,0,0,0,1,2,0,1,2
14,2,2,0,0,0,3,0,2,2,4,1,0,0,0,0,1,2,0,1,2
15,3,3,1,1,1,4,1,3,3,4,2,1,1,1,1,0,3,1,2,3
16,3,4,2,2,2,4,2,3,3,6,3,2,2,2,2,3,0,2,3,3
17,2,2,0,0,0,3,0,2,2,4,1,0,0,0,0,1,2,0,1,2
18,3,3,1,1,1,4,1,3,1,5,2,1,1,1,1,2,3,1,0,3
19,4,4,2,2,2,5,2,4,4,6,3,2,2,2,2,3,3,2,3,0
avg ,2.684210526,2.736842105,2,2,2,3.421052632,2,2.368421053,2.684210526,4.789473684,1.894736842,2,2,2,2,2.052631579,2.789473684,2,2,3
stdev,1.157230006,1.097578408,0.894427191,0.894427191,0.894427191,1.346426937,0.894427191,1.116070802,1.157230006,1.031662486,1.242521488,0.894427191,0.894427191,0.894427191,0.894427191,1.129094239,1.031662486,0.894427191,1.247219129,1.201850425
,,,,,,,,,,,,,,,,,,,,
group avg,2.38028169,,,,,3.149425287,,,,,1.968253968,,,,,2.402298851,,,,
group stdev,1.060541603,,,,,1.482680913,,,,,0.983218119,,,,,1.185766067,,,,
,,,,,,,,,,,,,,,,,,,,
within avg,2.285714286,,,,,3.6,,,,,1,,,,,2.3,,,,
within stdev,0.726273039,,,,,2.01049876,,,,,0,,,,,0.801314709,,,,
